symbol,PN_36h_rep1,PN_36h_rep2,PN_36h_rep3,PN_adult_rep1,PN_adult_rep2,PN_adult_rep3
snoRNA:Or-CD12,0,0.081202514,0,0,0,0
snoRNA:Me18S-A1494,0,0.081202514,0,0,0,0
snoRNA:Me18S-A1806,0,0.081202514,0,0,0,0
snoRNA:Me28S-A30,0.045601845,0,0,0,0,0
snama,6.656862092,6.56103229,6.591210041,5.929579573,6.116165842,6.06444922
Dbp21E2,5.092088033,5.254422028,4.741415754,4.066232437,3.785360749,4.436628406
Prosalpha2,7.920279993,8.332189032,8.363201525,6.272301285,6.22377167,6.160316759
CR42490,0,0,0.075540634,0,0,0
del,3.946640146,4.169403076,4.093644499,4.923521725,3.931038232,4.469025561
rumi,3.361887065,3.355433935,3.295129178,1.358015262,1.704223059,1.954920908
CG6084,6.963823752,6.959325417,7.122750843,6.412887517,6.793579506,6.571049007
psd,0.824342362,0.490874211,0.764538089,0,0,0
Vm26Ac,0.045601845,0.430174687,0.215700384,0.033774261,0,0
ALiX,8.551224004,8.138590998,8.107478035,9.1278953,8.982721082,8.924079771
Myo31DF,3.100779598,3.314038884,3.534796412,4.909945638,5.788316587,5.254707552
se,0.214831388,0.041172495,0.460785459,0.130597294,0,1.307636778
tef,3.491116234,4.146002802,3.386952842,3.219406423,3.492489703,3.882194238
Tpi,7.866502486,7.937421147,8.069585938,10.11583589,9.981250958,10.02215729
tum,1.270828368,1.873173316,1.443705866,0.926071582,0.126394328,0.691294921
Sec61alpha,8.677103344,8.739151655,8.780204114,6.818548164,7.18533314,7.184743039
Tab2,2.691382541,2.142762288,1.944506093,1.88763644,2.439757656,1.800545063
Invadolysin,5.047954487,4.753171514,4.709165761,5.141529185,5.623934608,5.273172314
alph,5.699450806,5.595794608,5.11930102,6.59571253,6.731121823,6.577377986
spn-F,4.30644361,4.668662015,4.362268432,4.606151861,4.502694561,3.828270838
Orct2,2.873102452,1.009519467,2.133109169,2.51441408,1.79584138,1.557068777
t,0,0,0,0.033774261,0,0.069260254
tw,1.064789212,0.231061681,0.516062327,0.099039483,0,0
sra,6.552139909,6.669225193,6.424258355,9.052798752,8.974341298,9.003570309
poly,5.516217951,5.688604814,5.647684144,4.732358674,5.186026931,5.040756397
lap,4.692425404,4.408430537,4.44292734,5.643397905,5.893536907,5.742742166
Alg-2,6.179610428,6.577306555,6.618302166,5.901270741,6.267866458,5.846878456
Mer,1.755490258,2.25201121,2.463489333,1.52167906,2.356227934,2.497580553
stl,1.434040296,0.945900736,1.553463943,1.142754737,0.166179293,0.600626626
mib2,5.34782825,4.615132444,4.712127551,5.620658487,5.768259496,5.621160857
AsnRS,7.760032201,7.617941992,7.615693778,7.095381664,6.97357893,6.727200043
l(2)37Cb,4.209604739,4.317095707,4.190269272,4.014310246,3.344291506,4.008793688
l(2)37Cd,3.393092348,3.172979344,2.660341949,3.46198411,3.33559438,2.522490858
DCTN6-p27,4.886606316,4.90447091,5.247320764,4.181832398,4.0096841,4.196563625
l(2)37Cg,2.594988841,2.713332332,3.145409019,2.267104443,2.018660167,1.860388321
Gpi1,5.092088033,5.358869933,5.263562869,3.645210745,3.919444778,4.284746918
su(r),0.254209339,0,0.403305984,1.802029689,0.914641953,2.755719417
l(2)k09022,5.288609318,4.940280428,4.720976611,5.02671479,4.483139311,5.088456009
RpS25,9.060843261,9.298059259,9.438387133,8.296669641,8.086781002,8.140464312
Cpr47Eg,0.089806327,0.430174687,0.460785459,0.161479554,0.35014255,0
Spt-I,3.499333477,3.721135808,3.797158585,4.390110327,4.359891301,4.379826532
Ubi-p5E,6.126222769,6.08293711,6.195773029,7.001425998,6.686504446,6.782383433
snoRNA:Psi28S-3436b,0.045601845,0,0,0,0,0.16728912
CG12484,8.285052572,7.714958943,7.546857629,8.10419871,8.213232537,8.162670292
CG9853,6.289119268,6.591235053,6.763849189,6.614666916,6.204794533,6.418907778
CG34112,2.01820582,1.918070837,1.630628187,1.67936262,2.303685542,2.734554919
CG33342,0.214831388,0,0.075540634,0.033774261,0,0
Ino80,3.575147986,2.75104499,3.31084474,3.223070712,1.869991204,3.256568731
jing,7.591793048,7.670754544,7.383222988,6.592883173,6.515123337,6.480987633
shrb,7.445572676,7.757463105,7.652777049,6.658287134,6.970773333,6.879582519
IKKepsilon,5.26108617,5.171093461,5.154565575,4.653085581,4.909568396,5.093659911
snoRNA:Psi28S-1180,0,0.041172495,0,0,0,0
snoRNA:Psi28S-2566,0.045601845,0,0,0,0,0
snoRNA:Psi28S-3186,0,0.041172495,0,0.033774261,0,0.069260254
snoRNA:Psi28S-2149,0,0,0,0,0,0.069260254
snoRNA:Psi18S-1377a,0,0,0,0,0,0.069260254
snoRNA:Psi28S-3436a,0,0.041172495,0,0,0.043373527,0
snoRNA:Psi28S-2622,0,0,0.075540634,0,0,0.035045714
snoRNA:Psi28S-2876,0,0,0,0,0,0.069260254
snoRNA:Or-aca5,0.045601845,0,0,0,0,0.035045714
CG13272,0.089806327,0,0.403305984,0,0,0.035045714
Tango13,7.927529598,6.965019777,6.724788631,7.029946944,7.308775946,7.370922118
fne,10.03832377,10.17814662,9.946498319,8.847794594,8.80472009,8.927653839
spin,5.552208732,5.663280004,5.573081152,5.420574451,4.766452428,5.381811893
jeb,7.05200383,7.199039873,6.952867759,9.659533143,9.755505878,9.664206516
p,7.613957116,7.42655815,7.610147387,6.922211189,7.091270746,7.285047922
vvl,5.237946813,4.667018934,5.003191982,4.228152741,4.112539163,4.17315756
Mst36Fa,1.231907565,0.577388071,0.403305984,0.066775902,0.573696073,0
Spf45,6.942135088,6.988562093,6.959114276,6.298586852,6.319501723,6.055409642
l(3)L1231,7.226107047,6.837528633,6.758845045,7.483288392,7.581508809,7.699023474
Desat1,6.923554343,7.152828488,7.059621863,8.596714445,8.595490788,8.662047991
Plp,3.888389754,4.645486827,4.806604244,3.890742359,4.229823602,2.771391493
UK114,0.628476965,0.520292387,0.569299184,0.627414808,0,1.495494259
iav,0.996767095,1.128912832,0.764538089,0,0.126394328,0.288421873
Bre1,6.141397787,5.799243611,5.145829918,5.938522326,6.076915423,5.83511982
hd,2.92892221,3.149637476,2.518664653,2.59014277,2.636693019,2.426772842
frtz,2.64027977,1.884529365,2.022929939,1.545288185,1.704223059,2.452924959
stops,0.715694033,0.833207966,0.853067622,0.130597294,0.24260175,0.623833477
pix,8.409355831,8.509287943,8.741227393,8.596979229,8.663961213,8.537358134
ncm,6.142709841,5.938549967,5.938146006,5.685838764,5.971392652,5.983784092
stv,6.508534578,6.251934699,6.353941387,6.838094252,6.935594866,7.189854524
RpL30,6.695817785,6.7949085,6.933964273,5.410164876,5.428194863,5.264892404
mol,1.086768738,0.549122661,0.403305984,1.013304027,0.81804741,1.683937117
Egm,6.38758263,6.115227926,6.459935067,7.543509019,7.468706575,7.348677089
cbs,6.218082231,6.128422252,6.120859082,5.653616696,5.804951694,5.12449519
chinmo,7.380054046,7.654262987,7.250987199,7.728089986,7.808433823,7.795908646
Pcmt,6.454617858,6.46643418,6.659544783,5.718006218,5.446485823,6.057541703
nAChRalpha7,9.555839493,9.594166888,9.625073209,8.292207038,8.253034495,8.37448946
step,4.663466987,4.881984179,4.973877964,3.241253842,4.09718479,3.759213048
amn,2.684192039,2.909521287,3.386952842,3.359170326,2.947583989,2.88139556
stmA,6.79552806,6.573364814,6.660311724,9.552881899,9.670094397,9.560720012
Vps36,4.02841115,4.640471907,4.308488006,4.224501353,4.426930964,3.683925124
CG17078,6.814175074,7.054770916,7.005120473,6.452446039,6.613285848,6.763243105
CG11555,4.764082179,5.430347224,5.24118252,4.601936401,4.45128889,4.310005205
pea,4.390577756,3.833798334,4.288784276,4.198679555,4.496855767,3.917837622
dgo,0,0.041172495,0,0,0.085481031,0.035045714
cv-c,3.169331729,2.799842368,3.263174958,3.922640632,4.825102481,4.848522039
Nacalpha,7.463008421,7.656955726,7.786295097,7.086105813,7.058942943,7.148696428
sls,0.925378394,0.856461751,1.414910112,0.605122262,0.204896494,1.705851653
Cyt-c-d,0.366277874,0.041172495,0.718149104,0.713292167,0.315178801,0.528678517
egg,5.199377746,4.762434013,4.377273094,4.760367667,4.490993247,4.94611354
CG31751,4.853335256,5.135890942,5.440067254,6.974233576,7.206058142,7.196641787
mbm,2.499904491,2.09468167,2.346373815,1.275723862,2.040231221,3.203643179
Rab26,7.128165027,7.170331677,6.922502136,7.886810938,8.114690211,7.9863038
Mst77F,1.641315334,2.558880767,2.133109169,2.044969659,2.22109989,1.431174109
spok,0.658139045,1.256761209,0.718149104,0,0.043373527,0.069260254
Rfabg,4.150829926,4.635439495,4.019070649,3.653381316,3.866089481,3.922524226
rtp,0.470264926,0.605110328,0.075540634,1.657864397,0.937812835,0.45295311
bbg,1.983479289,2.312116942,2.133109169,0.161479554,1.090356876,0.16728912
e(y)3,6.326546282,5.88372347,6.097264962,6.727319012,6.586045229,6.379398625
CG41520,1.565076965,1.452586776,1.090089724,0.53610018,1.246975234,1.557068777
5-HT2A,2.647691929,3.962610285,3.318638787,3.531602713,3.046828689,3.241644223
Karybeta3,5.244072191,4.756265626,4.617360812,5.509528146,5.760970134,5.946879689
Spc25,0.174348395,0.549122661,0.343441058,0,0.24260175,0
AGO2,7.350550853,7.34310374,7.486729623,7.42542258,7.271642977,7.304253507
Sbp2,5.294523759,5.523181616,5.438279755,4.636694523,4.84362327,5.466887077
alphaTub67C,0,0.785544823,0.343441058,0.692297297,1.905684269,1.964042215
rdo,7.517124144,7.249866446,7.362636788,7.754599654,7.814901328,7.847802031
psidin,5.864400225,5.234591501,5.273622104,4.54305548,4.866444829,5.192040682
puc,5.094802061,5.198649815,4.663993407,4.963499893,5.207635985,5.802439421
cnir,6.482864444,6.653546005,6.758128749,3.812639725,3.623303957,4.255328212
eater,0,0.081202514,0,0,0,0.035045714
Vrp1,7.200821369,7.241334719,7.319590951,8.219320351,8.158498058,8.383121889
Tb,0.366277874,0.685217387,0.147321929,0.099039483,0.384278962,0.895787384
gfzf,2.230532028,1.929080246,2.648021954,3.519733931,2.39859724,0.817433287
Prosbeta7,8.391531249,8.494541211,8.613398054,7.262938562,6.931271927,7.02067854
kra,10.79599481,11.13397451,11.08832807,9.835870188,9.891662235,9.899268448
CG42232,6.534255889,6.848805308,7.047361434,6.124870088,6.366153439,6.197045135
CG42233,6.429574505,6.019325983,6.322308432,5.652937691,5.967175814,6.021407293
CG42235,2.754533515,3.271420916,3.541472396,4.064191035,3.623303957,3.176434041
vari,4.697790987,5.191809914,4.685249968,5.129864835,5.698749067,5.261197135
Chd1,4.499047886,4.278878783,4.46416451,5.150215972,4.835935149,5.374989289
beta-Spec,8.017350916,8.075272471,8.07822037,7.577540617,7.826392676,7.67908282
alpha-Spec,7.779773241,7.63569185,7.882768713,7.364309116,7.241116317,7.114544721
alphaSnap,10.26815455,10.37930765,10.25262707,10.11114713,10.27312571,10.25457074
UQCR-C2,9.538188513,9.216371761,9.274619245,10.40906572,10.34875197,10.39542134
Jon65Aiv,0,0,0,0.066775902,0,0
AGO3,0.535646052,0.398839565,0,0.559476377,0.085481031,0.259078775
CG33521,2.475120899,2.732311886,3.007557168,3.997292564,3.655108773,3.903685765
meigo,6.751917546,6.843359858,6.912236553,5.939636283,5.999882479,5.757899655
CG14644,0.366277874,0,0,0.099039483,0,0
CG34222,0.214831388,0,0,0,0,0.478639091
gish,7.952058954,8.347913325,8.043368182,7.742363544,7.771629725,7.692349997
CG33655,0.366277874,0.041172495,0.215700384,0.033774261,0.085481031,0.069260254
CG34160,0,0.041172495,0,0,0,0
whip,1.171483865,0.856461751,1.161168219,0.90797381,0.279346616,0.623833477
CG12547,6.494729461,6.839353424,6.799793285,6.67877879,6.58787736,6.365697992
BG642167,0.089806327,0,0,0,0,0
CG34461,0,0,0,0.926071582,0,0
CG33308,0,0.334050524,0,0.033774261,0,0
CG15394,1.345654897,1.274134361,1.579646626,0.221328946,0.35014255,0
CG8628,0,0.041172495,0.147321929,0.130597294,0,0
CG30415,8.043575564,8.136069333,8.20925023,8.716339669,8.786986196,8.956074901
CG2016,1.150766861,1.754407614,1.727485453,1.331102989,2.123427925,3.234123669
CG17575,0.366277874,0,0,0,0,0
Prosalpha6,7.907601335,8.213106179,8.391190526,6.368496127,6.468648063,6.678159598
CG1288,0,0,0.075540634,0,0.384278962,0
glob2,0,0.158077041,0,0,0,0.135347252
CG14034,0.132696544,0.231061681,0.215700384,0.19171458,0.279346616,0
26-29-p,8.752194976,8.749766168,8.868635758,8.109899983,8.234587064,8.092402702
rig,5.549243557,5.311277276,5.041373205,3.528644659,4.182108292,4.814887432
CG42237,0,0.120151752,0,0,0,0
CG42238,3.551634171,3.367624332,3.638073273,4.010074607,3.898929317,4.299234328
CG42239,6.777904008,6.903554443,7.047361434,4.239051782,3.884094722,4.052207954
CG42240,6.009536764,5.522273143,5.322892357,6.154915026,6.525675835,6.659681885
pot,0.366277874,0.19503084,0,0,0,0.102682134
ttm50,6.825657187,6.467850419,6.500758066,6.829406392,6.810546714,6.71205321
Sema-5c,1.399333176,1.526936274,1.261622271,0.033774261,0.043373527,0
CG34434,0,0.300531207,0.147321929,0.871082608,0.602981688,0.317180035
Pgk,8.495959609,8.215777827,8.371421226,9.939940158,9.724508621,10.04042929
Cht3,2.854005383,2.72601307,3.459246325,2.295225609,1.454008243,2.127214766
beat-VII,7.287892555,6.208542817,6.208413521,9.276851995,9.120099865,9.066390859
Octbeta3R,5.338698245,5.22121808,5.351666546,6.311552197,6.200609798,6.169710084
CG42246,0.045601845,0,0,0.19171458,0.279346616,0
DCX-EMAP,1.108418423,2.152189073,1.526797288,1.977152498,3.919444778,3.363837022
CG42249,0.045601845,0,0,0,0,0
futsch,9.481505627,9.532565555,9.539809882,10.05876349,10.0642436,10.0594372
mmd,8.467578163,8.359531507,8.174239384,8.327208065,8.237361966,8.231799471
Ndae1,6.908206948,6.46501655,6.450211594,6.373862815,6.515123337,6.71036037
CR42254,4.153435765,4.591073871,4.673141738,4.734927536,4.705316659,4.508525001
DNApol-alpha180,1.064789212,1.341607518,1.053192621,1.158148923,0.937812835,1.263989531
glo,6.642094151,6.48799853,6.67100631,5.989970165,5.649598699,5.902497577
CG42255,0.045601845,0,0.215700384,0.130597294,0.126394328,0.135347252
CG42258,7.091946013,6.491716169,6.208413521,7.373817948,7.091916425,7.627632255
CG42260,8.115000189,8.069531501,8.106634206,8.503465085,8.193513821,8.118677175
CG42261,2.279066639,2.361715268,2.299882543,4.498396469,3.936800208,4.117019797
CG42263,0.045601845,0.041172495,0.403305984,0.066775902,0,0
CG42264,0.214831388,0.605110328,0,0.099039483,0.085481031,0.069260254
CG42265,6.999020877,7.173517687,7.021926878,6.547207583,6.19821306,6.36009473
CG42266,0.045601845,0.041172495,0.075540634,1.317456221,0.767211364,0.16728912
Clbn,4.599929808,4.516392987,4.973877964,5.715407022,5.836116586,5.864643083
RunxB,1.04246964,0.334050524,0.147321929,0.360915446,0.085481031,0.895787384
CG42268,7.718401473,7.569512837,7.45702374,8.883325846,8.958408279,8.725440721
CG42269,0,0.041172495,0,0,0,0.288421873
CG42271,6.006657332,5.207719529,5.633693927,5.834570821,6.122499672,5.987143536
CG42272,0,0,0.718149104,0,0.043373527,0
mnb,8.778176487,9.010299362,8.916125554,7.429789444,7.513735075,7.592222097
alpha-Man-Ia,3.229843768,3.271420916,3.136617572,3.620417667,3.922351887,3.957196723
Pde9,6.031659613,6.428630592,6.205263766,7.480994825,7.341451888,7.397886514
corn,5.457330142,5.527715424,5.422091812,5.376011221,5.596896206,5.772250611
Nedd4,5.274314942,5.444802795,5.267594983,5.563997663,5.686831279,5.665867962
ome,3.559514768,3.659672286,3.716861553,2.51441408,2.986994398,2.956438517
bun,9.540554492,9.574581415,9.280617153,9.789359745,10.0484468,9.995125011
5PtaseI,7.552845892,7.634851553,7.794702021,7.63540191,7.698686787,7.631930968
CG42284,0,0,0,2.22386743,2.123427925,1.945741566
CG42287,0.045601845,0.120151752,0,0,0,0
CG42288,0.045601845,0.577388071,0.215700384,0,0,0
Ir60b,0,0,0,0.033774261,0,0
Ir60c,0,0,0,0.033774261,0,0
Ir60d,1.231907565,0.041172495,0.147321929,0,1.869991204,0
Ir7f,0.329880465,0.158077041,0.936477292,0,0,0.069260254
Ir7e,0,0,0,0.033774261,0.126394328,0
Ir7d,0.089806327,0,0,0,0.126394328,0
CG42296,0.470264926,2.003879786,1.195435982,0.627414808,0,0.069260254
Ir94d,0,0,0,0,0,0.102682134
CG42299,0,0,0,0.334057725,0.35014255,0
CG42300,0,0,0,0.033774261,0.043373527,0
CG42302,0.824342362,1.569773665,1.195435982,0.733985886,0.450220187,0
CG42307,2.46676418,2.45607215,2.610417859,2.980543238,2.74574859,3.360386984
Mlp60A,0.824342362,0.430174687,0.215700384,0.033774261,0.659827649,1.544962321
prom,1.019799334,0.833207966,1.053192621,0.066775902,0,0.102682134
grh,1.434040296,0.967420201,1.161168219,0,0,0.069260254
cno,4.703136688,4.102901384,4.236258459,7.260489057,7.307942542,7.468689783
CG42313,7.967134392,8.105915337,8.085661972,7.211757879,7.528835029,7.275233893
PMCA,8.542304027,8.625306933,8.561382361,8.175668537,8.324140043,8.320027977
Ir93a,1.484583944,0.231061681,1.161168219,1.410378996,0.842809102,0.102682134
RhoGAP102A,4.081371345,4.503561494,4.515928708,5.922835941,4.758340676,5.364694503
CG42319,0,0,0.147321929,0.033774261,0,0
CG42321,5.766518825,5.870934435,6.075580234,6.824892058,7.077318277,7.159654917
CG42322,8.72124315,8.480694817,8.363201525,9.984776767,9.86980405,9.821382884
CG42323,0,0,0.343441058,0.221328946,0.81804741,0.035045714
CG42324,6.049256768,5.599244913,5.322892357,5.300850243,5.624827219,5.374134191
CG42326,0.214831388,0,0,0.099039483,0.513278718,0.135347252
CG42327,5.693196232,6.11823725,6.505033728,3.489627631,3.424399841,2.933404153
C3G,5.096157164,4.880567053,5.008020262,5.435654601,5.779525801,5.636217685
CG42329,0,0.041172495,0.075540634,0,0,0
lectin-22C,0,0,0.147321929,0,0,0
CCKLR-17D1,5.159749183,5.390079954,5.326762236,5.068049137,5.167768802,4.157339854
CG42331,0.174348395,0.430174687,0,1.232748274,0.126394328,0.288421873
Camta,5.62911227,5.397034904,5.606891992,7.169654382,7.315978681,6.721496581
comm3,1.251499213,1.291300791,0.460785459,0.306690511,0.085481031,0.623833477
CG42335,1.191907582,1.291300791,1.553463943,0.161479554,0,1.495494259
CG42336,6.971227635,7.070082172,7.222189962,6.349763445,6.128805816,6.215303278
CG42337,5.740757867,5.798493396,5.656936149,5.9840436,6.003318672,6.026858285
CG42339,8.297475473,7.903634216,7.909141732,7.220949659,6.770776041,7.325199092
CG42340,5.813408841,6.259041471,6.134170191,5.332573844,5.319923215,5.217053557
Pka-R1,6.642094151,6.715265565,6.500758066,7.056888725,7.258474815,7.346498998
CG42342,8.005680943,7.8034324,7.888998397,8.535314736,8.440243149,8.341075648
DIP-beta,5.5600862,5.817132716,5.773524046,4.737491831,5.121718705,5.024499506
brp,10.88234724,10.75348155,10.79896474,11.02614599,10.98859941,10.90925157
laccase2,0.875744677,0.120151752,0.853067622,0.306690511,0.602981688,0.035045714
Mob2,6.996483243,6.478193904,6.298859034,8.777346736,8.787982686,8.601597781
Mob3,6.279608811,6.638113924,6.773096798,6.443443154,6.2563926,6.501101153
Mob4,8.95932419,9.065908953,9.133035444,7.867918128,7.934377717,7.901013543
DNApol-alpha60,1.755490258,1.741975081,2.041887442,1.289769207,1.283610278,0.988100422
CG42346,3.268819541,3.476693289,3.386952842,2.945483987,2.803653393,3.495480592
sqa,1.086768738,1.906976767,1.924215439,3.827158318,3.42849533,3.019044331
Pkcdelta,0.401779573,0.460843657,0,0.033774261,0.085481031,0.102682134
Jabba,1.911413256,1.716783909,1.195435982,0.774503582,1.996761682,0.45295311
Ir40a,0,0.300531207,0.147321929,0.099039483,0,0
crb,1.782675972,0.924055416,1.818247164,0.670992382,1.676941004,0.988100422
nvd,0.43642859,0.158077041,0.280984078,0.099039483,0,0.035045714
CG42354,0.628476965,0.736253047,0.569299184,1.358015262,1.090356876,1.156697169
CG42355,0,0,0,0,0.543803643,0.198539073
Nsun5,4.397189171,4.505401567,4.598277377,4.271263413,3.869106003,4.17315756
CG42359,5.936525206,5.945343792,5.965707819,4.09651183,4.089445886,4.383230448
CG42361,7.083089117,7.217679083,7.434784215,5.658360808,5.999882479,6.154850432
CG42364,0.292540976,0.300531207,0.343441058,0.099039483,0,0.259078775
CG42365,4.113845162,4.100468683,4.629944292,3.75305861,3.27320066,2.866879851
CG42366,0.598192202,0.158077041,0.516062327,3.477406967,3.424399841,3.136651485
CG42367,0.045601845,0,0,0.488179846,0.043373527,0
DIP-epsilon,2.353477901,3.602367154,2.978332615,4.800161204,4.84208892,4.311792559
CG42369,0.996767095,1.291300791,0.215700384,2.053226971,0.126394328,0.503875743
CG42370,0.089806327,0.856461751,0.343441058,1.752179603,0,1.091603205
CG42376,4.952428567,5.172252213,5.389160603,5.661739933,5.538410518,5.913133186
CG42382,1.809358867,2.234367945,2.097309615,1.460908527,0.937812835,1.057920648
Nost,1.947896209,1.541357195,1.499628432,1.67936262,3.42849533,2.266438654
CG42389,7.039027468,6.935297106,6.940924344,6.864434941,7.090301684,7.006953302
CG42390,0.089806327,0.36680871,0,0.033774261,0.543803643,0.035045714
CG42391,0,0.334050524,0.075540634,0.161479554,0.085481031,0.478639091
CG42392,2.994337654,3.284339015,3.494078455,7.193196742,7.459479703,7.495672896
CG42393,0.132696544,0,0.075540634,0,0,0.259078775
CG42394,4.772582251,4.988439715,4.931302918,5.20960159,4.85279526,4.719816254
CG42395,0,0,0,0.066775902,0,1.532753413
CG42360,3.590613615,3.359508856,3.740263196,3.9427804,3.942539263,3.460459539
wech,6.641630208,6.314144661,6.162596388,5.932939605,5.555364043,6.053808526
mmy,7.475557904,7.334848753,7.464068588,7.464836941,7.533833429,7.356274616
pzg,6.22924127,5.445761369,5.152386614,5.297378506,5.392999491,5.215144811
vfl,5.205668727,4.971233729,4.817646684,7.576287767,7.760098242,8.144356308
bora,2.540287217,2.123721891,1.414910112,0,0,0.035045714
sinah,0,0.520292387,0,0,0.043373527,0
loopin-1,0,1.14788529,0.764538089,0,1.783103912,0
CG42399,3.00014002,3.140193948,3.145409019,3.636993636,3.669022267,3.023413912
CG42402,5.770767949,5.987424549,6.337732259,6.524001482,6.645749655,6.637405452
Ca-beta,8.764498675,7.967934846,7.799931579,7.850848477,7.881955395,8.047519741
CG42404,7.156694311,7.367083129,7.193336176,6.534361415,6.84925038,6.494034239
Hip14,5.161044661,4.896079406,4.744312136,4.864919733,5.37825396,5.548740049
CG34229,1.923677036,2.312116942,2.696682994,2.573016407,1.963277813,2.413516834
out,0.503325831,0.901874222,0.976440789,0.066775902,0,1.091603205
Su(Ste):CR42407,0,0,0,0,0,0.259078775
Su(Ste):CR42415,0.089806327,0.041172495,0,0.066775902,0,0.035045714
Su(Ste):CR42425,0,0,0,0,0.126394328,0
Su(Ste):CR42426,0,0,0,0.033774261,0,0.035045714
Su(Ste):CR42430,0,0.120151752,0,0.033774261,0,0.102682134
Su(Ste):CR42432,0.045601845,0,0,0,0,0
Su(Ste):CR42433,0,0.041172495,0,0,0,0
Su(Ste):CR42439,0,0.041172495,0,0,0.204896494,0.069260254
Cap-G,3.2831682,2.858605868,3.246928461,3.631489448,3.264062842,3.394521623
Fs,1.835557205,2.1332735,1.984250833,0.512338969,0.543803643,0.317180035
NimC1,0,0.041172495,0,0.033774261,0.085481031,0
CG42445,0.045601845,0,0.343441058,0.53610018,0,0.035045714
inaF-B,0.292540976,0,0,0,0,0.069260254
Skadu,0.214831388,0.231061681,0.460785459,0,0,0
4-Sep,8.341561036,8.002384305,7.856573965,7.477547623,7.408297463,7.507418633
CG42449,0.850272436,0.430174687,0,0.512338969,0,0
CG42450,5.586359509,5.905486714,5.592498549,7.055604895,7.460979967,7.321433516
CG42458,4.983514698,4.625321699,4.986164604,2.839666387,1.562340969,2.2138806
Uhg3,2.847583102,2.903951946,3.188580174,2.164125461,2.018660167,2.646648315
Nop60B,6.035196257,6.012225592,5.95199273,4.715548646,4.997654629,4.944962302
cwo,3.436532061,3.05732562,3.409023783,3.492666691,3.916531798,3.9730964
Sfp33A1,0,0,0,0,0,0.198539073
Sfp33A3,0,0,0.075540634,0.221328946,0,0.035045714
Sfp51E,0,0,0,0,0,0.069260254
Sfp53D,0.174348395,0.334050524,0,0,0,0
Sfp65A,0.743632778,0.334050524,0.460785459,0.413175903,0,0.503875743
Sfp77F,0,0,0.075540634,0.033774261,0,0
Sfp84E,0.045601845,0,0,0,0,0
Tdc1,0.687203533,0.081202514,0,0,0,0
vlc,7.661185475,7.657990058,7.53645184,7.297453824,7.293139136,7.038328338
CG17337,7.035853328,7.060727238,7.15630209,7.758076708,7.484036745,7.476877668
l(2)35Cc,4.397189171,4.539924289,4.679208556,3.886127338,3.623303957,3.644754637
kuz,6.11690704,6.059958262,5.703815258,5.15406004,5.075456584,5.148697514
Mppe,5.652327538,5.854426154,6.065193637,5.061923978,4.993513966,5.02993885
nab,0,0.081202514,0,0,0,0
CG42489,1.064789212,1.203350074,0.670218812,0.130597294,0.085481031,0.317180035
CR42491,7.401038512,7.435995403,7.424889157,6.806692123,6.803468428,6.673649187
CG42492,9.93040891,9.409854384,9.322524248,8.420921043,8.502151912,8.557647847
CR40341,0.43642859,0.158077041,0.075540634,0.19171458,0.166179293,0.102682134
CG17570,0.771040734,1.050424986,0.516062327,0.250347622,0.043373527,1.321897267
Dys,8.846196315,8.688928851,8.769047971,8.011893953,8.076215053,8.064183581
Snmp1,0,0.266214546,0.075540634,0.670992382,0,0
wtrw,1.741702851,2.1332735,1.053192621,3.140224834,3.399579709,3.417944243
drd,0.174348395,0.081202514,0.403305984,1.71102097,0.043373527,0.035045714
CG42493,0,0,0.075540634,0.161479554,0,0
UQCR-11,8.78007475,8.983650969,9.033101143,9.001115694,8.793550347,8.819604354
NimC4,1.212046198,0.605110328,1.324904867,0.099039483,0.602981688,1.336018175
pds5,5.851619776,5.760476371,5.364900593,4.904251011,6.120602441,5.483633412
CG42494,0.366277874,0.685217387,0.809481815,0.099039483,0.35014255,0.914728587
CG42495,3.511572247,3.695574851,3.238736085,4.450748908,4.174812906,3.948031896
flr,8.271322662,8.233648496,8.004636608,6.22511667,6.641345504,6.242732953
Xport-B,0,0.041172495,0,0.066775902,0,0
CG42512,0.254209339,0,0,0,0,0
E(var)3-9,5.718933346,6.004439646,6.03120777,5.235230361,4.912495455,5.001427638
mtg,1.108418423,0,0.075540634,1.423178261,0.279346616,0
CG42514,3.148583574,3.499029781,3.17146642,4.779157627,5.352619892,5.210361868
CG42518,1.231907565,1.611375695,1.579646626,1.896842161,1.43784607,2.069223525
CG17147,0,0,0.215700384,0,0,0.069260254
Su(var)3-3,4.758957993,4.449152138,4.350911629,3.255637123,3.813819402,3.756590767
gwl,0.658139045,0.520292387,1.090089724,0.066775902,0.043373527,0
elav,8.491203597,7.388428717,7.390174403,7.605709053,7.714705738,7.824359891
mRpS23,4.674394624,5.060297927,4.750087514,4.727207188,4.514301731,4.520939788
CG42523,0.132696544,0,0.147321929,0.19171458,0.043373527,0
CG42524,3.370871946,3.682622513,3.791568961,2.281233543,2.526377828,3.083237815
CG42525,0,0,0,0.033774261,0,0
CG42526,0.598192202,0.549122661,0.569299184,0.871082608,1.151098443,1.661684559
Pp2A-29B,9.445013218,9.233472085,9.282237304,8.514720649,8.646157037,8.48930323
spdo,0.973361179,0.266214546,0.764538089,0,0,0.857142206
RpS12,8.788167024,8.918941278,9.051487912,7.542776149,7.564628944,7.751822124
rhea,7.438645774,7.285372941,7.381828677,7.001425998,7.164613008,7.082970497
